prd_id,cat_id,prd_key,prd_nm,prd_cost,prd_line,prd_start_dt,prd_end_dt,dwh_create_date
218,CL_SO,SO-B909-M,Mountain Bike Socks- M,3,Mountain,2011-07-01,,2024-12-30 14:06:36.9700000
482,CL_SO,SO-R809-L,Racing Socks- L,3,Road,2013-07-01,,2024-12-30 14:06:36.9700000
481,CL_SO,SO-R809-M,Racing Socks- M,3,Road,2013-07-01,,2024-12-30 14:06:36.9700000
458,CL_TI,TG-W091-L,Women's Tights- L,31,Other Sales,2012-07-01,,2024-12-30 14:06:36.9700000
457,CL_TI,TG-W091-M,Women's Tights- M,31,Other Sales,2012-07-01,,2024-12-30 14:06:36.9700000
456,CL_TI,TG-W091-S,Women's Tights- S,31,Other Sales,2012-07-01,,2024-12-30 14:06:36.9700000
473,CL_VE,VE-C304-L,Classic Vest- L,24,Other Sales,2013-07-01,,2024-12-30 14:06:36.9700000
472,CL_VE,VE-C304-M,Classic Vest- M,24,Other Sales,2013-07-01,,2024-12-30 14:06:36.9700000
471,CL_VE,VE-C304-S,Classic Vest- S,24,Other Sales,2013-07-01,,2024-12-30 14:06:36.9700000
601,CO_BB,BB-7421,LL Bottom Bracket,24,n/a,2013-07-01,,2024-12-30 14:06:36.9700000
602,CO_BB,BB-8107,ML Bottom Bracket,45,n/a,2013-07-01,,2024-12-30 14:06:36.9700000
603,CO_BB,BB-9108,HL Bottom Bracket,54,n/a,2013-07-01,,2024-12-30 14:06:36.9700000
555,CO_BR,FB-9873,Front Brakes,47,n/a,2013-07-01,,2024-12-30 14:06:36.9700000
514,CO_BR,RB-9231,Rear Brakes,47,n/a,2013-07-01,,2024-12-30 14:06:36.9700000
559,CO_CH,CH-0234,Chain,9,n/a,2013-07-01,,2024-12-30 14:06:36.9700000
556,CO_CS,CS-4759,LL Crankset,78,n/a,2013-07-01,,2024-12-30 14:06:36.9700000
557,CO_CS,CS-6583,ML Crankset,114,n/a,2013-07-01,,2024-12-30 14:06:36.9700000
558,CO_CS,CS-9183,HL Crankset,180,n/a,2013-07-01,,2024-12-30 14:06:36.9700000
552,CO_DE,FD-2342,Front Derailleur,41,n/a,2013-07-01,,2024-12-30 14:06:36.9700000
501,CO_DE,RD-2308,Rear Derailleur,54,n/a,2013-07-01,,2024-12-30 14:06:36.9700000
391,CO_FO,FK-1639,LL Fork,66,n/a,2012-07-01,,2024-12-30 14:06:36.9700000
392,CO_FO,FK-5136,ML Fork,78,n/a,2012-07-01,,2024-12-30 14:06:36.9700000
393,CO_FO,FK-9939,HL Fork,102,n/a,2012-07-01,,2024-12-30 14:06:36.9700000
397,CO_HB,HB-M243,LL Mountain Handlebars,18,Mountain,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
398,CO_HB,HB-M243,LL Mountain Handlebars,20,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
399,CO_HB,HB-M763,ML Mountain Handlebars,25,Mountain,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
400,CO_HB,HB-M763,ML Mountain Handlebars,27,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
401,CO_HB,HB-M918,HL Mountain Handlebars,49,Mountain,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
402,CO_HB,HB-M918,HL Mountain Handlebars,53,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
403,CO_HB,HB-R504,LL Road Handlebars,18,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
404,CO_HB,HB-R504,LL Road Handlebars,20,Road,2013-07-01,,2024-12-30 14:06:36.9700000
405,CO_HB,HB-R720,ML Road Handlebars,25,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
406,CO_HB,HB-R720,ML Road Handlebars,27,Road,2013-07-01,,2024-12-30 14:06:36.9700000
407,CO_HB,HB-R956,HL Road Handlebars,49,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
408,CO_HB,HB-R956,HL Road Handlebars,53,Road,2013-07-01,,2024-12-30 14:06:36.9700000
553,CO_HB,HB-T721,LL Touring Handlebars,20,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
554,CO_HB,HB-T928,HL Touring Handlebars,41,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
394,CO_HS,HS-0296,LL Headset,15,n/a,2012-07-01,,2024-12-30 14:06:36.9700000
395,CO_HS,HS-2451,ML Headset,45,n/a,2012-07-01,,2024-12-30 14:06:36.9700000
396,CO_HS,HS-3479,HL Headset,55,n/a,2012-07-01,,2024-12-30 14:06:36.9700000
550,CO_MF,FR-M21B-40,LL Mountain Frame - Black- 40,137,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
531,CO_MF,FR-M21B-42,LL Mountain Frame - Black- 42,137,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
532,CO_MF,FR-M21B-44,LL Mountain Frame - Black- 44,137,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
533,CO_MF,FR-M21B-48,LL Mountain Frame - Black- 48,137,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
534,CO_MF,FR-M21B-52,LL Mountain Frame - Black- 52,137,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
551,CO_MF,FR-M21S-40,LL Mountain Frame - Silver- 40,145,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
524,CO_MF,FR-M21S-42,LL Mountain Frame - Silver- 42,145,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
525,CO_MF,FR-M21S-44,LL Mountain Frame - Silver- 44,145,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
526,CO_MF,FR-M21S-48,LL Mountain Frame - Silver- 48,145,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
527,CO_MF,FR-M21S-52,LL Mountain Frame - Silver- 52,145,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
409,CO_MF,FR-M63B-38,ML Mountain Frame - Black- 38,186,Mountain,2012-07-01,,2024-12-30 14:06:36.9700000
426,CO_MF,FR-M63B-40,ML Mountain Frame - Black- 40,186,Mountain,2012-07-01,,2024-12-30 14:06:36.9700000
427,CO_MF,FR-M63B-44,ML Mountain Frame - Black- 44,186,Mountain,2012-07-01,,2024-12-30 14:06:36.9700000
428,CO_MF,FR-M63B-48,ML Mountain Frame - Black- 48,186,Mountain,2012-07-01,,2024-12-30 14:06:36.9700000
549,CO_MF,FR-M63S-38,ML Mountain Frame-W - Silver- 38,199,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
511,CO_MF,FR-M63S-40,ML Mountain Frame-W - Silver- 40,199,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
512,CO_MF,FR-M63S-42,ML Mountain Frame-W - Silver- 42,199,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
513,CO_MF,FR-M63S-46,ML Mountain Frame-W - Silver- 46,199,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
304,CO_MF,FR-M94B-38,HL Mountain Frame - Black- 38,617,Mountain,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
305,CO_MF,FR-M94B-38,HL Mountain Frame - Black- 38,654,Mountain,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
306,CO_MF,FR-M94B-38,HL Mountain Frame - Black- 38,739,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
296,CO_MF,FR-M94B-42,HL Mountain Frame - Black- 42,617,Mountain,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
297,CO_MF,FR-M94B-42,HL Mountain Frame - Black- 42,654,Mountain,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
298,CO_MF,FR-M94B-42,HL Mountain Frame - Black- 42,739,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
299,CO_MF,FR-M94B-44,HL Mountain Frame - Black- 44,699,Mountain,2011-07-01,,2024-12-30 14:06:36.9700000
301,CO_MF,FR-M94B-46,HL Mountain Frame - Black- 46,617,Mountain,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
302,CO_MF,FR-M94B-46,HL Mountain Frame - Black- 46,654,Mountain,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
303,CO_MF,FR-M94B-46,HL Mountain Frame - Black- 46,739,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
300,CO_MF,FR-M94B-48,HL Mountain Frame - Black- 48,699,Mountain,2011-07-01,,2024-12-30 14:06:36.9700000
307,CO_MF,FR-M94S-38,HL Mountain Frame - Silver- 38,624,Mountain,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
308,CO_MF,FR-M94S-38,HL Mountain Frame - Silver- 38,661,Mountain,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
309,CO_MF,FR-M94S-38,HL Mountain Frame - Silver- 38,747,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
288,CO_MF,FR-M94S-42,HL Mountain Frame - Silver- 42,624,Mountain,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
289,CO_MF,FR-M94S-42,HL Mountain Frame - Silver- 42,661,Mountain,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
290,CO_MF,FR-M94S-42,HL Mountain Frame - Silver- 42,747,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
291,CO_MF,FR-M94S-44,HL Mountain Frame - Silver- 44,707,Mountain,2011-07-01,,2024-12-30 14:06:36.9700000
293,CO_MF,FR-M94S-46,HL Mountain Frame - Silver- 46,624,Mountain,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
294,CO_MF,FR-M94S-46,HL Mountain Frame - Silver- 46,661,Mountain,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
295,CO_MF,FR-M94S-46,HL Mountain Frame - Silver- 46,747,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
292,CO_MF,FR-M94S-52,HL Mountain Frame - Silver- 48,707,Mountain,2011-07-01,,2024-12-30 14:06:36.9700000
542,CO_PE,PD-M282,LL Mountain Pedal,18,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
543,CO_PE,PD-M340,ML Mountain Pedal,28,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
544,CO_PE,PD-M562,HL Mountain Pedal,36,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
545,CO_PE,PD-R347,LL Road Pedal,18,Road,2013-07-01,,2024-12-30 14:06:36.9700000
546,CO_PE,PD-R563,ML Road Pedal,28,Road,2013-07-01,,2024-12-30 14:06:36.9700000
547,CO_PE,PD-R853,HL Road Pedal,36,Road,2013-07-01,,2024-12-30 14:06:36.9700000
548,CO_PE,PD-T852,Touring Pedal,36,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
279,CO_RF,FR-R38B-44,LL Road Frame - Black- 44,176,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
280,CO_RF,FR-R38B-44,LL Road Frame - Black- 44,170,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
281,CO_RF,FR-R38B-44,LL Road Frame - Black- 44,205,Road,2013-07-01,,2024-12-30 14:06:36.9700000
282,CO_RF,FR-R38B-48,LL Road Frame - Black- 48,176,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
283,CO_RF,FR-R38B-48,LL Road Frame - Black- 48,170,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
284,CO_RF,FR-R38B-48,LL Road Frame - Black- 48,205,Road,2013-07-01,,2024-12-30 14:06:36.9700000
285,CO_RF,FR-R38B-52,LL Road Frame - Black- 52,176,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
286,CO_RF,FR-R38B-52,LL Road Frame - Black- 52,170,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
287,CO_RF,FR-R38B-52,LL Road Frame - Black- 52,205,Road,2013-07-01,,2024-12-30 14:06:36.9700000
253,CO_RF,FR-R38B-58,LL Road Frame - Black- 58,176,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
254,CO_RF,FR-R38B-58,LL Road Frame - Black- 58,170,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
255,CO_RF,FR-R38B-58,LL Road Frame - Black- 58,205,Road,2013-07-01,,2024-12-30 14:06:36.9700000
256,CO_RF,FR-R38B-60,LL Road Frame - Black- 60,176,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
257,CO_RF,FR-R38B-60,LL Road Frame - Black- 60,170,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
258,CO_RF,FR-R38B-60,LL Road Frame - Black- 60,205,Road,2013-07-01,,2024-12-30 14:06:36.9700000
259,CO_RF,FR-R38B-62,LL Road Frame - Black- 62,176,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
260,CO_RF,FR-R38B-62,LL Road Frame - Black- 62,170,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
261,CO_RF,FR-R38B-62,LL Road Frame - Black- 62,205,Road,2013-07-01,,2024-12-30 14:06:36.9700000
262,CO_RF,FR-R38R-44,LL Road Frame - Red- 44,181,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
263,CO_RF,FR-R38R-44,LL Road Frame - Red- 44,187,Road,2012-07-01,,2024-12-30 14:06:36.9700000
264,CO_RF,FR-R38R-48,LL Road Frame - Red- 48,181,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
265,CO_RF,FR-R38R-48,LL Road Frame - Red- 48,187,Road,2012-07-01,,2024-12-30 14:06:36.9700000
266,CO_RF,FR-R38R-52,LL Road Frame - Red- 52,181,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
267,CO_RF,FR-R38R-52,LL Road Frame - Red- 52,187,Road,2012-07-01,,2024-12-30 14:06:36.9700000
268,CO_RF,FR-R38R-58,LL Road Frame - Red- 58,181,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
269,CO_RF,FR-R38R-58,LL Road Frame - Red- 58,187,Road,2012-07-01,,2024-12-30 14:06:36.9700000
270,CO_RF,FR-R38R-60,LL Road Frame - Red- 60,181,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
271,CO_RF,FR-R38R-60,LL Road Frame - Red- 60,187,Road,2012-07-01,,2024-12-30 14:06:36.9700000
272,CO_RF,FR-R38R-62,LL Road Frame - Red- 62,181,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
273,CO_RF,FR-R38R-62,LL Road Frame - Red- 62,187,Road,2012-07-01,,2024-12-30 14:06:36.9700000
274,CO_RF,FR-R72R-44,ML Road Frame - Red- 44,352,Road,2011-07-01,,2024-12-30 14:06:36.9700000
275,CO_RF,FR-R72R-48,ML Road Frame - Red- 48,352,Road,2011-07-01,,2024-12-30 14:06:36.9700000
276,CO_RF,FR-R72R-52,ML Road Frame - Red- 52,352,Road,2011-07-01,,2024-12-30 14:06:36.9700000
277,CO_RF,FR-R72R-58,ML Road Frame - Red- 58,352,Road,2011-07-01,,2024-12-30 14:06:36.9700000
278,CO_RF,FR-R72R-60,ML Road Frame - Red- 60,352,Road,2011-07-01,,2024-12-30 14:06:36.9700000
417,CO_RF,FR-R72Y-38,ML Road Frame-W - Yellow- 38,300,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
418,CO_RF,FR-R72Y-38,ML Road Frame-W - Yellow- 38,361,Road,2013-07-01,,2024-12-30 14:06:36.9700000
429,CO_RF,FR-R72Y-40,ML Road Frame-W - Yellow- 40,300,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
430,CO_RF,FR-R72Y-40,ML Road Frame-W - Yellow- 40,361,Road,2013-07-01,,2024-12-30 14:06:36.9700000
431,CO_RF,FR-R72Y-42,ML Road Frame-W - Yellow- 42,300,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
432,CO_RF,FR-R72Y-42,ML Road Frame-W - Yellow- 42,361,Road,2013-07-01,,2024-12-30 14:06:36.9700000
433,CO_RF,FR-R72Y-44,ML Road Frame-W - Yellow- 44,300,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
434,CO_RF,FR-R72Y-44,ML Road Frame-W - Yellow- 44,361,Road,2013-07-01,,2024-12-30 14:06:36.9700000
435,CO_RF,FR-R72Y-48,ML Road Frame-W - Yellow- 48,300,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
436,CO_RF,FR-R72Y-48,ML Road Frame-W - Yellow- 48,361,Road,2013-07-01,,2024-12-30 14:06:36.9700000
439,CO_RF,FR-R92B-44,HL Road Frame - Black- 44,722,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
440,CO_RF,FR-R92B-44,HL Road Frame - Black- 44,869,Road,2013-07-01,,2024-12-30 14:06:36.9700000
441,CO_RF,FR-R92B-48,HL Road Frame - Black- 48,722,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
442,CO_RF,FR-R92B-48,HL Road Frame - Black- 48,869,Road,2013-07-01,,2024-12-30 14:06:36.9700000
443,CO_RF,FR-R92B-52,HL Road Frame - Black- 52,722,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
444,CO_RF,FR-R92B-52,HL Road Frame - Black- 52,869,Road,2013-07-01,,2024-12-30 14:06:36.9700000
210,CO_RF,FR-R92B-58,HL Road Frame - Black- 58,0,Road,2003-07-01,,2024-12-30 14:06:36.9700000
437,CO_RF,FR-R92B-62,HL Road Frame - Black- 62,722,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
438,CO_RF,FR-R92B-62,HL Road Frame - Black- 62,869,Road,2013-07-01,,2024-12-30 14:06:36.9700000
241,CO_RF,FR-R92R-44,HL Road Frame - Red- 44,748,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
242,CO_RF,FR-R92R-44,HL Road Frame - Red- 44,722,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
243,CO_RF,FR-R92R-44,HL Road Frame - Red- 44,869,Road,2013-07-01,,2024-12-30 14:06:36.9700000
244,CO_RF,FR-R92R-48,HL Road Frame - Red- 48,748,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
245,CO_RF,FR-R92R-48,HL Road Frame - Red- 48,722,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
246,CO_RF,FR-R92R-48,HL Road Frame - Red- 48,869,Road,2013-07-01,,2024-12-30 14:06:36.9700000
247,CO_RF,FR-R92R-52,HL Road Frame - Red- 52,748,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
248,CO_RF,FR-R92R-52,HL Road Frame - Red- 52,722,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
249,CO_RF,FR-R92R-52,HL Road Frame - Red- 52,869,Road,2013-07-01,,2024-12-30 14:06:36.9700000
250,CO_RF,FR-R92R-56,HL Road Frame - Red- 56,748,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
251,CO_RF,FR-R92R-56,HL Road Frame - Red- 56,722,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
252,CO_RF,FR-R92R-56,HL Road Frame - Red- 56,869,Road,2013-07-01,,2024-12-30 14:06:36.9700000
211,CO_RF,FR-R92R-58,HL Road Frame - Red- 58,0,Road,2003-07-01,,2024-12-30 14:06:36.9700000
238,CO_RF,FR-R92R-62,HL Road Frame - Red- 62,748,Road,2011-07-01,2012-06-30,2024-12-30 14:06:36.9700000
239,CO_RF,FR-R92R-62,HL Road Frame - Red- 62,722,Road,2012-07-01,2013-06-30,2024-12-30 14:06:36.9700000
240,CO_RF,FR-R92R-62,HL Road Frame - Red- 62,869,Road,2013-07-01,,2024-12-30 14:06:36.9700000
515,CO_SA,SE-M236,LL Mountain Seat/Saddle,12,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
516,CO_SA,SE-M798,ML Mountain Seat/Saddle,17,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
517,CO_SA,SE-M940,HL Mountain Seat/Saddle,23,Mountain,2013-07-01,,2024-12-30 14:06:36.9700000
518,CO_SA,SE-R581,LL Road Seat/Saddle,12,Road,2013-07-01,,2024-12-30 14:06:36.9700000
519,CO_SA,SE-R908,ML Road Seat/Saddle,17,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
520,CO_SA,SE-R995,HL Road Seat/Saddle,23,Road,2013-07-01,,2024-12-30 14:06:36.9700000
521,CO_SA,SE-T312,LL Touring Seat/Saddle,12,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
522,CO_SA,SE-T762,ML Touring Seat/Saddle,17,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
523,CO_SA,SE-T924,HL Touring Seat/Saddle,23,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
510,CO_TF,FR-T67U-44,LL Touring Frame - Blue- 44,200,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
502,CO_TF,FR-T67U-50,LL Touring Frame - Blue- 50,200,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
503,CO_TF,FR-T67U-54,LL Touring Frame - Blue- 54,200,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
504,CO_TF,FR-T67U-58,LL Touring Frame - Blue- 58,200,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
505,CO_TF,FR-T67U-62,LL Touring Frame - Blue- 62,200,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
506,CO_TF,FR-T67Y-44,LL Touring Frame - Yellow- 44,200,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
507,CO_TF,FR-T67Y-50,LL Touring Frame - Yellow- 50,200,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
508,CO_TF,FR-T67Y-54,LL Touring Frame - Yellow- 54,200,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
509,CO_TF,FR-T67Y-58,LL Touring Frame - Yellow- 58,200,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
493,CO_TF,FR-T67Y-62,LL Touring Frame - Yellow- 62,200,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
497,CO_TF,FR-T98U-46,HL Touring Frame - Blue- 46,602,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
498,CO_TF,FR-T98U-50,HL Touring Frame - Blue- 50,602,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
499,CO_TF,FR-T98U-54,HL Touring Frame - Blue- 54,602,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
500,CO_TF,FR-T98U-60,HL Touring Frame - Blue- 60,602,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
494,CO_TF,FR-T98Y-46,HL Touring Frame - Yellow- 46,602,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
495,CO_TF,FR-T98Y-50,HL Touring Frame - Yellow- 50,602,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
496,CO_TF,FR-T98Y-54,HL Touring Frame - Yellow- 54,602,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
492,CO_TF,FR-T98Y-60,HL Touring Frame - Yellow- 60,602,Touring,2013-07-01,,2024-12-30 14:06:36.9700000
410,CO_WH,FW-M423,LL Mountain Front Wheel,27,Mountain,2012-07-01,,2024-12-30 14:06:36.9700000
411,CO_WH,FW-M762,ML Mountain Front Wheel,93,Mountain,2012-07-01,,2024-12-30 14:06:36.9700000
412,CO_WH,FW-M928,HL Mountain Front Wheel,133,Mountain,2012-07-01,,2024-12-30 14:06:36.9700000
413,CO_WH,FW-R623,LL Road Front Wheel,38,Road,2012-07-01,,2024-12-30 14:06:36.9700000
414,CO_WH,FW-R762,ML Road Front Wheel,110,Road,2012-07-01,,2024-12-30 14:06:36.9700000
415,CO_WH,FW-R820,HL Road Front Wheel,147,Road,2012-07-01,,2024-12-30 14:06:36.9700000
416,CO_WH,FW-T905,Touring Front Wheel,97,Touring,2012-07-01,,2024-12-30 14:06:36.9700000
419,CO_WH,RW-M423,LL Mountain Rear Wheel,39,Mountain,2012-07-01,,2024-12-30 14:06:36.9700000
420,CO_WH,RW-M762,ML Mountain Rear Wheel,105,Mountain,2012-07-01,,2024-12-30 14:06:36.9700000
421,CO_WH,RW-M928,HL Mountain Rear Wheel,145,Mountain,2012-07-01,,2024-12-30 14:06:36.9700000
422,CO_WH,RW-R623,LL Road Rear Wheel,50,Road,2012-07-01,,2024-12-30 14:06:36.9700000
423,CO_WH,RW-R762,ML Road Rear Wheel,122,Road,2012-07-01,,2024-12-30 14:06:36.9700000
424,CO_WH,RW-R820,HL Road Rear Wheel,159,Road,2012-07-01,,2024-12-30 14:06:36.9700000
425,CO_WH,RW-T905,Touring Rear Wheel,109,Touring,2012-07-01,,2024-12-30 14:06:36.9700000
